mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
19	19	303/4	303/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	513		articStaccatoBelow								5
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	514									70	5
19	19	75	75	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	515										5
19	19	145/2	145/2	0.0	1/8	1/8	Dynamic	4/4	2	1	0					p									
19	19	145/2	145/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	516									71	
19	19	291/4	291/4	0.0	3/16	3/16	Spanner	4/4	2	1	0													71	6
19	19	291/4	291/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	517									71	6
19	19	73	73	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	518									71	6
19	19	293/4	293/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	519									71	6
19	19	147/2	147/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	520									71	6
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	521										6
19	19	74	74	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	522									72	6
19	19	297/4	297/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	523									72	6
19	19	149/2	149/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	524									72	6
19	19	299/4	299/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	525										6
19	19	75	75	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	526										6
20	20	76	76	0.0	0	0	Spanner	4/4	1	1	0														
20	20	76	76	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	527										
20	20	153/2	153/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	528									73	
20	20	613/8	613/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	529									73	
20	20	307/4	307/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	530									73	
20	20	615/8	615/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	531									73	
20	20	77	77	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	532										
20	20	309/4	309/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	533		articStaccatoBelow							74	
20	20	155/2	155/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	534		articStaccatoBelow							74	
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	535		articStaccatoBelow								
20	20	78	78	0.875	1/2	1/2	Chord	4/4	1	1	7/32		1/8	7/4	536		ornamentTurn							75	
20	20	631/8	631/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	537										
20	20	79	79	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	538										
20	20	637/8	637/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	539										
20	20	319/4	319/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	540										
20	20	639/8	639/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	541										
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	542										
20	20	79	79	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	543										
20	20	76	76	0.0	0	0	Dynamic	4/4	2	1	0					p									
20	20	76	76	0.0	0	0	Spanner	4/4	2	1	0														
20	20	76	76	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	544										
20	20	305/4	305/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	545										
20	20	153/2	153/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	546										
20	20	307/4	307/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	547										
20	20	77	77	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	548										
20	20	309/4	309/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	549										
20	20	155/2	155/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	550										
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	551										
20	20	78	78	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	552										
20	20	313/4	313/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	553										
20	20	157/2	157/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	554										
20	20	315/4	315/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	555										
20	20	79	79	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	556										
20	20	317/4	317/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	557										
20	20	159/2	159/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	558										
20	20	319/4	319/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	559										
21	21	80	80	0.0	0	0	Dynamic	4/4	1	1	0					f									
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	560										
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	561										
21	21	82	82	0.375	1/2	1/2	Chord	4/4	1	1	3/32		1/16	3/2	562		ornamentTurn								
21	21	659/8	659/8	0.0	19/32	19/32	Dynamic	4/4	1	1	0					f									
21	21	659/8	659/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	563										
21	21	165/2	165/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0					p									
21	21	165/2	165/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	564										
21	21	661/8	661/8	0.0	21/32	21/32	Dynamic	4/4	1	1	0					f									
21	21	661/8	661/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	565										
21	21	331/4	331/4	0.0	11/16	11/16	Dynamic	4/4	1	1	0					p									
21	21	331/4	331/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	566										
21	21	663/8	663/8	0.0	23/32	23/32	Dynamic	4/4	1	1	0					f									
21	21	663/8	663/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	567										
21	21	83	83	0.0	3/4	3/4	Dynamic	4/4	1	1	0					p									
21	21	83	83	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	568										
21	21	167/2	167/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	569		articStaccatoAbove							76	
21	21	669/8	669/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	570		articStaccatoAbove							76	
21	21	335/4	335/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	571		articStaccatoAbove							76	
21	21	671/8	671/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	572		articStaccatoAbove								
21	21	321/4	321/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	573										
21	21	161/2	161/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	574										
21	21	323/4	323/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	575										
21	21	81	81	0.25	1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	576										
21	21	325/4	325/4	0.25	5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	577										
21	21	163/2	163/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	578										
21	21	327/4	327/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	579										
21	21	82	82	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	580										
21	21	80	80	0.0	0	0	Dynamic	4/4	2	1	0					f									
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	581										
21	21	81	81	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	582										
21	21	82	82	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	583										
22	22	84	84	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	584										
22	22	169/2	169/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	585		articStaccatoAbove							77	
22	22	677/8	677/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	586		articStaccatoAbove							77	
22	22	339/4	339/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	587		articStaccatoAbove							77	
22	22	679/8	679/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	588		articStaccatoAbove								
22	22	85	85	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	589										
22	22	171/2	171/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	590		articStaccatoAbove							78	
22	22	685/8	685/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	591		articStaccatoAbove							78	
22	22	343/4	343/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	592		articStaccatoAbove							78	
22	22	687/8	687/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	593		articStaccatoAbove								
22	22	86	86	0.0	1/2	1/2	Dynamic	4/4	1	1	0					f									
22	22	86	86	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	594									79	
22	22	87	87	0.0	3/4	3/4	Dynamic	4/4	1	1	0					p									
22	22	87	87	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	595										
22	22	175/2	175/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	596		articStaccatoBelow							80	
22	22	701/8	701/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	597		articStaccatoBelow							80	
22	22	351/4	351/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	598		articStaccatoBelow							80	
22	22	703/8	703/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	599		articStaccatoBelow								
22	22	337/4	337/4	0.0	1/16	1/16	Dynamic	4/4	2	1	0					p									
22	22	337/4	337/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	600										
22	22	341/4	341/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	601										
22	22	86	86	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	602									81	
22	22	87	87	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	603										
23	23	88	88	0.0	0	0	Spanner	4/4	1	1	0														7
23	23	88	88	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	604										7
23	23	177/2	177/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	605									82	7
23	23	709/8	709/8	0.0625	5/32	5/32	Chord	4/4	1	1	1/64		1/64	1	606									82	7
23	23	1419/16	1419/16	0.0625	11/64	11/64	Chord	4/4	1	1	1/64		1/64	1	607									82	7
23	23	355/4	355/4	0.0625	3/16	3/16	Chord	4/4	1	1	1/64		1/64	1	608									82	7
23	23	1421/16	1421/16	0.0625	13/64	13/64	Chord	4/4	1	1	1/64		1/64	1	609									82	7
23	23	711/8	711/8	0.0625	7/32	7/32	Chord	4/4	1	1	1/64		1/64	1	610									82	7
23	23	1423/16	1423/16	0.0625	15/64	15/64	Chord	4/4	1	1	1/64		1/64	1	611										7
23	23	89	89	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	612		ornamentTurn							83	7
23	23	359/4	359/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	613									83	7
23	23	719/8	719/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	614										7
23	23	90	90	0.0	1/2	1/2	Dynamic	4/4	1	1	0					p									7
23	23	90	90	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	615		articStaccatoBelow								7
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	616		articStaccatoBelow								7
23	23	89	89	0.0	1/4	1/4	Dynamic	4/4	1	2	0					f									7
23	23	89	89	0.75	1/4	1/4	Chord	4/4	1	2	3/16		1/8	3/2	617										7
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	618										7
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	619										
23	23	89	89	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	620										
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	621										
23	23	90	90	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	622		articStaccatoAbove								
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	623		articStaccatoAbove								
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	624										
23	23	89	89	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	625										
24	24	92	92	0.0	0	0	Dynamic	4/4	1	1	0					p									
24	24	92	92	0.0	0	0	Spanner	4/4	1	1	0														
24	24	92	92	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	626										
24	24	93	93	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	627										
24	24	94	94	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	628										
24	24	95	95	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	629										
24	24	761/8	761/8	0.0	25/32	25/32	Spanner	4/4	1	1	0														8
24	24	761/8	761/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	630									84	8
24	24	381/4	381/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	631									84	8
24	24	763/8	763/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	632									84	8
24	24	191/2	191/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	633									84	8
24	24	765/8	765/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	634									84	8
24	24	383/4	383/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	635									84	8
24	24	767/8	767/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	636										8
24	24	94	94	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	637										8
24	24	95	95	0.125	3/4	3/4	Chord	4/4	1	2	1/32		1/32	1	638										8
24	24	94	94	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	639										
24	24	95	95	0.0	3/4	3/4	Spanner	4/4	2	1	0														9
24	24	95	95	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	640										9
24	24	92	92	0.0	0	0	Dynamic	4/4	2	2	0					p									9
24	24	92	92	0.25	0	0	Chord	4/4	2	2	1/16		1/16	1	641										9
24	24	369/4	369/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16		1/16	1	642										9
24	24	185/2	185/2	0.25	1/8	1/8	Chord	4/4	2	2	1/16		1/16	1	643										9
24	24	371/4	371/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16		1/16	1	644										9
24	24	93	93	0.25	1/4	1/4	Chord	4/4	2	2	1/16		1/16	1	645										9
24	24	373/4	373/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16		1/16	1	646										9
24	24	187/2	187/2	0.25	3/8	3/8	Chord	4/4	2	2	1/16		1/16	1	647										9
24	24	375/4	375/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16		1/16	1	648										9
24	24	94	94	0.25	1/2	1/2	Chord	4/4	2	2	1/16		1/16	1	649										9
24	24	377/4	377/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16		1/16	1	650										9
24	24	189/2	189/2	0.25	5/8	5/8	Chord	4/4	2	2	1/16		1/16	1	651										9
24	24	379/4	379/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16		1/16	1	652										9
24	24	95	95	0.25	3/4	3/4	Chord	4/4	2	2	1/16		1/16	1	653										9
24	24	381/4	381/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16		1/16	1	654										9
24	24	191/2	191/2	0.25	7/8	7/8	Chord	4/4	2	2	1/16		1/16	1	655										9
24	24	383/4	383/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16		1/16	1	656										9
25	25	96	96	0.0	0	0	Dynamic	4/4	1	1	0					p									
25	25	96	96	0.0	0	0	Spanner	4/4	1	1	0														
25	25	96	96	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	657										
25	25	97	97	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	658										
25	25	98	98	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	659										
25	25	99	99	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	660										
25	25	793/8	793/8	0.0	25/32	25/32	Spanner	4/4	1	1	0														10
25	25	793/8	793/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	661									85	10
25	25	397/4	397/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	662									85	10
25	25	795/8	795/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	663									85	10
25	25	199/2	199/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	664									85	10
25	25	797/8	797/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	665									85	10
25	25	399/4	399/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	666									85	10
25	25	799/8	799/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	667										10
25	25	98	98	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	668										10
25	25	99	99	0.125	3/4	3/4	Chord	4/4	1	2	1/32		1/32	1	669										10
25	25	96	96	0.0	0	0	Spanner	4/4	2	1	0														
25	25	98	98	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	670										
25	25	99	99	0.0	3/4	3/4	Spanner	4/4	2	1	0														11
25	25	99	99	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	671										11
25	25	96	96	0.0	0	0	Dynamic	4/4	2	2	0					p									11
25	25	96	96	0.25	0	0	Chord	4/4	2	2	1/16		1/16	1	672										11
25	25	385/4	385/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16		1/16	1	673										11
25	25	193/2	193/2	0.25	1/8	1/8	Chord	4/4	2	2	1/16		1/16	1	674										11
25	25	387/4	387/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16		1/16	1	675										11
25	25	97	97	0.25	1/4	1/4	Chord	4/4	2	2	1/16		1/16	1	676										11
25	25	389/4	389/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16		1/16	1	677										11
25	25	195/2	195/2	0.25	3/8	3/8	Chord	4/4	2	2	1/16		1/16	1	678										11
25	25	391/4	391/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16		1/16	1	679										11
25	25	98	98	0.25	1/2	1/2	Chord	4/4	2	2	1/16		1/16	1	680										11
25	25	393/4	393/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16		1/16	1	681										11
25	25	197/2	197/2	0.25	5/8	5/8	Chord	4/4	2	2	1/16		1/16	1	682										11
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16		1/16	1	683										11
25	25	99	99	0.25	3/4	3/4	Chord	4/4	2	2	1/16		1/16	1	684										11
25	25	397/4	397/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16		1/16	1	685										11
25	25	199/2	199/2	0.25	7/8	7/8	Chord	4/4	2	2	1/16		1/16	1	686										11
25	25	399/4	399/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16		1/16	1	687										11
26	26	100	100	0.0	0	0	Spanner	4/4	1	1	0														
26	26	100	100	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	688										
26	26	201/2	201/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0					f									
26	26	201/2	201/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	689									86	
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	690										
26	26	102	102	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	691									87	
26	26	409/4	409/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	692										
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	693										
26	26	103	103	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	694									88	
26	26	413/4	413/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	695									88	
26	26	207/2	207/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	696									88	
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	697										
26	26	100	100	0.0	0	0	Spanner	4/4	2	1	0														
26	26	100	100	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	698										
26	26	401/4	401/4	0.0	1/16	1/16	Dynamic	4/4	2	1	0					f									
26	26	401/4	401/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	699										
26	26	201/2	201/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	700										
26	26	403/4	403/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	701										
26	26	101	101	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	702										
26	26	405/4	405/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	703										
26	26	203/2	203/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	704										
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	705										
26	26	102	102	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	706										
27	27	104	104	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	707									89	
27	27	417/4	417/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	708										
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	709										
27	27	105	105	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	710										
27	27	421/4	421/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	711		ornamentTurn							90	
27	27	211/2	211/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	712									90	
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	713										
27	27	106	106	0.375	1/2	1/2	Chord	4/4	1	1	3/32		1/16	3/2	714										
27	27	851/8	851/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	715										
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	716										
27	27	107	107	0.0	3/4	3/4	Spanner	4/4	1	1	0														12
27	27	107	107	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	717									91	12
27	27	857/8	857/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	718									91	12
27	27	429/4	429/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	719									91	12
27	27	859/8	859/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	720									91	12
27	27	215/2	215/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	721									91	12
27	27	861/8	861/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	722									91	12
27	27	431/4	431/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	723									91	12
27	27	863/8	863/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	724										12
27	27	104	104	0.0	0	0	Dynamic	4/4	2	1	0					p									
27	27	104	104	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	725										
27	27	417/4	417/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	726										
27	27	209/2	209/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	727										
27	27	419/4	419/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	728										
27	27	105	105	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	729										
27	27	421/4	421/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	730										
27	27	211/2	211/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	731										
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	732										
27	27	106	106	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	733										
27	27	425/4	425/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	734										
27	27	213/2	213/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	735										
27	27	427/4	427/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	736										
27	27	107	107	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	737										
27	27	429/4	429/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	738										
27	27	215/2	215/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	739										
27	27	431/4	431/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	740										
28	28	108	108	0.0	0	0	Spanner	4/4	1	1	0														
28	28	108	108	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	741									92	
28	28	433/4	433/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	742										
28	28	217/2	217/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0					p									
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	743										
28	28	109	109	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	744										
28	28	437/4	437/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	745		ornamentTurn							93	
28	28	219/2	219/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	746									93	
28	28	439/4	439/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	747										
28	28	110	110	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	748									94	
28	28	221/2	221/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	749										
28	28	111	111	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	750									95	
28	28	889/8	889/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	751									95	
28	28	445/4	445/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	752									95	
28	28	891/8	891/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	753									95	
28	28	223/2	223/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	754									95	
28	28	893/8	893/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	755									95	
28	28	447/4	447/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	756									95	
28	28	895/8	895/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	757										
28	28	108	108	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	758										
28	28	433/4	433/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	759										
28	28	217/2	217/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	760										
28	28	435/4	435/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	761										
28	28	109	109	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	762										
