mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	817											
30	30	116	116	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	818											
30	30	117	117	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	819			articStaccatoAbove								
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	820			articStaccatoAbove								
30	30	118	118	0.375	1/2	1/2	Chord	4/4	1	1	3/32		1/16	3/2	821										100	
30	30	947/8	947/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	822										100	
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	823			articStaccatoAbove								
30	30	119	119	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	824	sfp									101	
30	30	477/4	477/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	825										101	
30	30	239/2	239/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	826										101	
30	30	479/4	479/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	827											
30	30	116	116	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	828											
30	30	465/4	465/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	829											
30	30	233/2	233/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	830											
30	30	467/4	467/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	831											
30	30	117	117	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	832										102	
30	30	469/4	469/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	833										102	
30	30	235/2	235/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	834										102	
30	30	471/4	471/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	835											
30	30	118	118	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	836											
30	30	116	116	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	837											
30	30	117	117	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	838										103	
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	839											
30	30	118	118	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	840											
31	31	120	120	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	841	sfp									104	
31	31	481/4	481/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	842										104	
31	31	241/2	241/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	843										104	
31	31	483/4	483/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	844											
31	31	121	121	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	845	sfp									105	
31	31	485/4	485/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	846										105	
31	31	243/2	243/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	847										105	
31	31	487/4	487/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	848											
31	31	122	122	0.0	1/2	1/2	Dynamic	4/4	1	1	0						sf									
31	31	122	122	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	849										106	
31	31	123	123	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	850											
31	31	493/4	493/4	0.0	13/16	13/16	Dynamic	4/4	1	1	0						p									
31	31	493/4	493/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	851			ornamentTrill							107	
31	31	247/2	247/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	852										107	
31	31	495/4	495/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	853											
31	31	122	122	0.0	1/2	1/2	Dynamic	4/4	2	1	0						sf									
31	31	122	122	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	854											
31	31	123	123	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	855											
31	31	247/2	247/2	0.0	7/8	7/8	Dynamic	4/4	2	1	0						p									
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	856											
31	31	123	123	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	857											
32	32	124	124	0.16666666666666666	0	0	Chord	4/4	1	1	1/24		1/16	2/3	858										108	
32	32	745/6	745/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24		1/16	2/3	859										108	
32	32	373/3	373/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24		1/16	2/3	860										108	
32	32	249/2	249/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24		1/16	2/3	861										108	
32	32	374/3	374/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24		1/16	2/3	862										108	
32	32	749/6	749/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24		1/16	2/3	863											
32	32	125	125	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	864										109	
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	865											
32	32	126	126	0.375	1/2	1/2	Chord	4/4	1	1	3/32		1/16	3/2	866										110	
32	32	1011/8	1011/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	867										110	
32	32	253/2	253/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	868											
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	869											
32	32	126	126	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	870										111	
32	32	253/2	253/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	871											
32	32	124	124	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	872											
32	32	249/2	249/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	873											
32	32	125	125	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	874										112	
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	875											
32	32	126	126	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	876											
32	32	505/4	505/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	877											
32	32	253/2	253/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	878											
32	32	507/4	507/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	879											
32	32	127	127	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	880										113	
32	32	509/4	509/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	881										113	
32	32	255/2	255/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	882										113	
32	32	511/4	511/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	883											
32	32	125	125	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	884											
32	32	126	126	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	885											
32	32	127	127	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	886										114	
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	887											
33	33	128	128	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	888											
33	33	129	129	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	889			articStaccatoAbove								
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	890			articStaccatoAbove								
33	33	130	130	0.375	1/2	1/2	Chord	4/4	1	1	3/32		1/16	3/2	891										115	
33	33	1043/8	1043/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	892											
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	893			articStaccatoAbove								
33	33	128	128	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	894											
33	33	513/4	513/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	895											
33	33	257/2	257/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	896											
33	33	515/4	515/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	897											
33	33	129	129	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	898										116	
33	33	517/4	517/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	899										116	
33	33	259/2	259/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	900										116	
33	33	519/4	519/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	901											
33	33	130	130	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	902											
33	33	521/4	521/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	903											
33	33	261/2	261/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	904											
33	33	523/4	523/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	905											
33	33	131	131	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	906										117	
33	33	525/4	525/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	907										117	
33	33	263/2	263/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	908										117	
33	33	527/4	527/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	909											
33	33	128	128	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	910											
33	33	129	129	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	911										118	
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	912											
33	33	130	130	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	913											
33	33	131	131	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	914										119	
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	915											
34	34	132	132	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	916											
34	34	133	133	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	917			articStaccatoAbove								
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	918			articStaccatoAbove								
34	34	134	134	0.375	1/2	1/2	Chord	4/4	1	1	3/32		1/16	3/2	919										120	
34	34	1075/8	1075/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	920											
34	34	269/2	269/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	921			articStaccatoAbove								
34	34	135	135	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	922	sfp									121	
34	34	541/4	541/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	923										121	
34	34	271/2	271/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	924										121	
34	34	543/4	543/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	925											
34	34	132	132	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	926											
34	34	529/4	529/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	927											
34	34	265/2	265/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	928											
34	34	531/4	531/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	929											
34	34	133	133	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	930										122	
34	34	533/4	533/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	931										122	
34	34	267/2	267/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	932										122	
34	34	535/4	535/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	933											
34	34	134	134	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	934											
34	34	135	135	0.0	3/4	3/4	Dynamic	4/4	2	1	0						sfp									
34	34	135	135	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	935										123	
34	34	541/4	541/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	936										123	
34	34	271/2	271/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	937										123	
34	34	543/4	543/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	938											
34	34	132	132	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	939											
34	34	133	133	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	940										124	
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	941											
34	34	134	134	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	942											
35	35	136	136	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	943	sfp									125	
35	35	545/4	545/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	944										125	
35	35	273/2	273/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	945										125	
35	35	547/4	547/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	946											
35	35	137	137	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	947	sfp									126	
35	35	549/4	549/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	948										126	
35	35	275/2	275/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	949										126	
35	35	551/4	551/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	950											
35	35	138	138	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	951	sf									127	
35	35	139	139	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	952											
35	35	557/4	557/4	0.0	13/16	13/16	Dynamic	4/4	1	1	0						p									
35	35	557/4	557/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	953			ornamentTrill							128	
35	35	279/2	279/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	954										128	
35	35	559/4	559/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	955											
35	35	136	136	0.0	0	0	Dynamic	4/4	2	1	0						sfp									
35	35	136	136	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	956										129	
35	35	545/4	545/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	957										129	
35	35	273/2	273/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	958										129	
35	35	547/4	547/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	959											
35	35	137	137	0.0	1/4	1/4	Dynamic	4/4	2	1	0						sfp									
35	35	137	137	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	960										130	
35	35	549/4	549/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	961										130	
35	35	275/2	275/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	962										130	
35	35	551/4	551/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	963											
35	35	138	138	0.0	1/2	1/2	Dynamic	4/4	2	1	0						sf									
35	35	138	138	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	964											
35	35	139	139	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	965											
35	35	279/2	279/2	0.0	7/8	7/8	Dynamic	4/4	2	1	0						p									
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	966											
35	35	139	139	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	967											
36	36	140	140	0.16666666666666666	0	0	Chord	4/4	1	1	1/24		1/16	2/3	968										131	
36	36	841/6	841/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24		1/16	2/3	969										131	
36	36	421/3	421/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24		1/16	2/3	970										131	
36	36	281/2	281/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24		1/16	2/3	971										131	
36	36	422/3	422/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24		1/16	2/3	972										131	
36	36	845/6	845/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24		1/16	2/3	973											
36	36	141	141	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	974										132	
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	975											
36	36	142	142	0.0	1/2	1/2	Chord	4/4	1	1	0	grace32	1/32	1	976											
36	36	142	142	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	977	f										
36	36	285/2	285/2	0.1875	5/8	5/8	Chord	4/4	1	1	3/64		1/32	3/2	978										133	
36	36	2283/16	2283/16	0.0625	43/64	43/64	Chord	4/4	1	1	1/64		1/64	1	979											
36	36	571/4	571/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	980			ornamentTrill							134	
36	36	1143/8	1143/8	0.0625	23/32	23/32	Chord	4/4	1	1	1/64		1/64	1	981										134	
36	36	2287/16	2287/16	0.0625	47/64	47/64	Chord	4/4	1	1	1/64		1/64	1	982											
36	36	143	143	0.0	3/4	3/4	Chord	4/4	1	1	0	grace32	1/32	1	983											
36	36	143	143	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	984											
36	36	287/2	287/2	0.1875	7/8	7/8	Chord	4/4	1	1	3/64		1/32	3/2	985										135	
36	36	2299/16	2299/16	0.0625	59/64	59/64	Chord	4/4	1	1	1/64		1/64	1	986											
36	36	575/4	575/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	987			ornamentTrill							136	
36	36	1151/8	1151/8	0.0625	31/32	31/32	Chord	4/4	1	1	1/64		1/64	1	988										136	
36	36	2303/16	2303/16	0.0625	63/64	63/64	Chord	4/4	1	1	1/64		1/64	1	989											
36	36	140	140	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	990											
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	991											
36	36	141	141	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	992										137	
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	993											
36	36	569/4	569/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	994										138	
36	36	285/2	285/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	995										138	
36	36	571/4	571/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	996											
36	36	573/4	573/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	997										139	
36	36	287/2	287/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	998										139	
36	36	575/4	575/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	999											
36	36	141	141	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1000											
37	37	144	144	0.375	0	0	Chord	4/4	1	1	3/32		1/16	3/2	1001										140	
37	37	1155/8	1155/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	1002											
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1003											
37	37	145	145	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1004										141	
37	37	581/4	581/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1005										141	
37	37	291/2	291/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1006										141	
37	37	583/4	583/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1007											
37	37	146	146	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	1008										142	
37	37	1169/8	1169/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	1009										142	
37	37	585/4	585/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	1010										142	
37	37	1171/8	1171/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	1011										142	
37	37	293/2	293/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	1012										142	
37	37	1173/8	1173/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	1013										142	
37	37	587/4	587/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	1014										142	
37	37	1175/8	1175/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1015											
37	37	147	147	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	1016										143	
37	37	1177/8	1177/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	1017										143	
37	37	589/4	589/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	1018										143	
37	37	1179/8	1179/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	1019										143	
37	37	295/2	295/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	1020										143	
37	37	1181/8	1181/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	1021										143	
37	37	591/4	591/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	1022										143	
37	37	1183/8	1183/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1023											
37	37	577/4	577/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1024										144	
37	37	289/2	289/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1025										144	
37	37	579/4	579/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1026											
37	37	145	145	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1027											
37	37	146	146	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1028											
37	37	147	147	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1029											
37	37	145	145	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1030											
37	37	146	146	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1031											
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	2	3	1/8		1/8	1	1032											
38	38	148	148	0.0	0	0	Chord	4/4	1	1	0	grace32	1/32	1	1033											
38	38	148	148	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1034											
38	38	149	149	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1035											
38	38	597/4	597/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1036			articStaccatoAbove							145	
38	38	299/2	299/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1037			articStaccatoAbove							145	
38	38	599/4	599/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1038			articStaccatoAbove								
38	38	150	150	0.0	1/2	1/2	Spanner	4/4	1	1	0															1
38	38	150	150	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16after	1/16	1	1039											1
38	38	150	150	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16after	1/16	1	1040											1
38	38	150	150	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1041											1
38	38	148	148	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1042											
38	38	593/4	593/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1043											
38	38	297/2	297/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1044											
38	38	595/4	595/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1045											
38	38	149	149	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1046											
38	38	597/4	597/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1047											
38	38	299/2	299/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1048											
38	38	599/4	599/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1049											
38	38	150	150	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1050											
38	38	601/4	601/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1051											
38	38	301/2	301/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1052											
38	38	603/4	603/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1053											
38	38	151	151	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1054											
38	38	605/4	605/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1055											
38	38	303/2	303/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1056											
38	38	607/4	607/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1057											
39	39	152	152	0.0	0	0	Spanner	4/4	1	1	0															
39	39	152	152	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1058											
39	39	1221/8	1221/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	1059			articStaccatoAbove								
39	39	611/4	611/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1060			ornamentTrill								
39	39	153	153	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1061										146	
39	39	613/4	613/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1062										146	
39	39	307/2	307/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1063										146	
39	39	615/4	615/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1064											
39	39	154	154	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1065										147	
39	39	617/4	617/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1066											
39	39	1237/8	1237/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	1067			articStaccatoAbove								
39	39	619/4	619/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1068			ornamentTrill								
39	39	155	155	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1069										148	
39	39	621/4	621/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1070										148	
39	39	311/2	311/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1071										148	
39	39	623/4	623/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1072											
39	39	152	152	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1073										149	
39	39	609/4	609/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1074										149	
39	39	305/2	305/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1075										149	
39	39	611/4	611/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1076										149	
39	39	153	153	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1077										149, 150	
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1078											
39	39	154	154	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1079										151	
39	39	617/4	617/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1080										151	
39	39	309/2	309/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1081										151	
39	39	619/4	619/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1082										151	
39	39	155	155	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1083										151	
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1084											
