mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur	Trill:trill	crescendo_line
197	196	586	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	1180								
198	197	589	0.0	0	0	Dynamic	3/4	1	1	0						f							
198	197	589	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1181								
198	197	1181/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0						p							
198	197	1181/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1182		articStaccatoAbove						
198	197	591	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1183		articStaccatoAbove						
198	197	1183/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1184		articStaccatoAbove						
198	197	589	0.0	0	0	Dynamic	3/4	2	1	0						fp							
198	197	589	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1185								
198	197	1179/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1186								
198	197	590	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1187								
198	197	1181/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1188								
198	197	591	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1189								
198	197	1183/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1190								
199	198	592	0.0	0	0	Dynamic	3/4	1	1	0						f							
199	198	592	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1191						131		
199	198	1185/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1192								
199	198	1187/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0						p							
199	198	1187/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1193		articStaccatoAbove						
199	198	594	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1194		articStaccatoAbove						
199	198	1189/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1195		articStaccatoAbove						
199	198	592	0.0	0	0	Dynamic	3/4	2	1	0						fp							
199	198	592	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1196								
199	198	1185/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1197								
199	198	593	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1198								
199	198	1187/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1199								
199	198	594	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1200								
199	198	1189/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1201								
200	199	595	0.0	0	0	Dynamic	3/4	1	1	0						f							
200	199	595	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1202						132		
200	199	1191/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1203								
200	199	1193/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0						p							
200	199	1193/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1204		articStaccatoAbove						
200	199	597	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1205		articStaccatoAbove						
200	199	1195/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1206		articStaccatoAbove						
200	199	595	0.0	0	0	Dynamic	3/4	2	1	0						fp							
200	199	595	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1207								
200	199	1191/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1208								
200	199	596	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1209								
200	199	1193/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1210								
200	199	597	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1211								
200	199	1195/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1212								
201	200	598	0.0	0	0	Dynamic	3/4	1	1	0						f							
201	200	598	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1213						133		
201	200	1197/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1214								
201	200	1199/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0						p							
201	200	1199/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1215		articStaccatoAbove						
201	200	600	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1216		articStaccatoAbove						
201	200	1201/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1217		articStaccatoAbove						
201	200	598	0.0	0	0	Dynamic	3/4	2	1	0						fp							
201	200	598	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1218								
201	200	1197/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1219								
201	200	599	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1220								
201	200	1199/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1221								
201	200	600	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1222								
201	200	1201/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1223								
202	201	601	0.0	0	0	Dynamic	3/4	1	1	0						p							
202	201	601	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1224						134		
202	201	1203/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1225						134		
202	201	602	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1226								
202	201	1205/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1227		articStaccatoAbove						
202	201	603	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1228		articStaccatoAbove						
202	201	1207/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1229		articStaccatoAbove						
202	201	601	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1230								
203	202	1209/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1231						135		
203	202	605	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1232								
203	202	1211/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1233		articStaccatoAbove						
203	202	606	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1234		articStaccatoAbove						
203	202	1213/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1235		articStaccatoAbove						
203	202	604	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1236								
204	203	1215/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1237						136		
204	203	608	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1238								
204	203	1217/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1239		articStaccatoAbove						
204	203	609	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1240		articStaccatoAbove						
204	203	1219/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1241		articStaccatoAbove						
204	203	607	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1242								
205	204	1221/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1243						137		
205	204	611	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1244								
205	204	1223/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1245		articStaccatoBelow						
205	204	612	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1246		articStaccatoBelow						
205	204	1225/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1247		articStaccatoBelow						
205	204	610	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1248								
206	205	613	0.0	0	0	Dynamic	3/4	1	1	0						f							
206	205	613	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1249								
206	205	1229/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0						p							
206	205	1229/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1250		articStaccatoBelow						
206	205	615	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1251		articStaccatoBelow						
206	205	1231/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1252		articStaccatoBelow						
206	205	613	0.0	0	0	Dynamic	3/4	2	1	0						fp							
206	205	613	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1253								
206	205	1227/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1254								
206	205	614	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1255								
206	205	1229/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1256								
206	205	615	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1257								
206	205	1231/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1258								
207	206	616	0.0	0	0	Dynamic	3/4	1	1	0						f							
207	206	616	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1259								
207	206	1233/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1260								
207	206	1235/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1261		articStaccatoBelow						
207	206	618	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1262		articStaccatoBelow						
207	206	1237/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1263		articStaccatoBelow						
207	206	616	0.0	0	0	Dynamic	3/4	2	1	0						fp							
207	206	616	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1264								
207	206	1233/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1265								
207	206	617	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1266								
207	206	1235/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1267								
207	206	618	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1268								
207	206	1237/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1269								
208	207	619	0.0	0	0	Dynamic	3/4	1	1	0						f							
208	207	619	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1270						138		
208	207	1239/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1271								
208	207	1241/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0						p							
208	207	1241/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1272		articStaccatoBelow						
208	207	621	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1273		articStaccatoBelow						
208	207	1243/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1274		articStaccatoBelow						
208	207	619	0.0	0	0	Dynamic	3/4	2	1	0						fp							
208	207	619	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1275								
208	207	1239/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1276								
208	207	620	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1277								
208	207	1241/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1278								
208	207	621	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1279								
208	207	1243/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1280								
209	208	622	0.0	0	0	Dynamic	3/4	1	1	0						f							
209	208	622	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1281						139		
209	208	1245/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1282								
209	208	1247/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0						p							
209	208	1247/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1283		articStaccatoBelow						
209	208	624	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1284		articStaccatoBelow						
209	208	1249/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1285		articStaccatoBelow						
209	208	622	0.0	0	0	Dynamic	3/4	2	1	0						fp							
209	208	622	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1286								
209	208	1245/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1287								
209	208	623	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1288								
209	208	1247/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1289								
209	208	624	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1290								
209	208	1249/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1291								
210	209	625	0.0	0	0	Dynamic	3/4	1	1	0						f							
210	209	625	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1292						140		
210	209	1251/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1293								
210	209	1253/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0						p							
210	209	1253/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1294		articStaccatoBelow						
210	209	627	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1295		articStaccatoBelow						
210	209	1255/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1296		articStaccatoBelow						
210	209	625	0.0	0	0	Dynamic	3/4	2	1	0						fp							
210	209	625	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1297								
210	209	1251/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1298								
210	209	626	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1299								
210	209	1253/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1300								
210	209	627	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1301								
210	209	1255/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1302								
211	210	628	0.0	0	0	Dynamic	3/4	1	1	0						f							
211	210	628	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1303						141		
211	210	1257/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1304								
211	210	1259/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0						p							
211	210	1259/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1305		articStaccatoBelow						
211	210	630	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1306		articStaccatoBelow						
211	210	1261/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1307		articStaccatoBelow						
211	210	628	0.0	0	0	Dynamic	3/4	2	1	0						fp							
211	210	628	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1308								
211	210	1257/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1309								
211	210	629	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1310								
211	210	1259/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1311								
211	210	630	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1312								
211	210	1261/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1313								
212	211	631	0.0	0	0	Dynamic	3/4	1	1	0						f							
212	211	631	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1314						142		
212	211	632	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1315						142		
212	211	633	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1316								
212	211	631	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1317								
213	212	634	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1318						143		
213	212	635	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1319								
213	212	636	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1320								
213	212	634	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1321								
214	213	637	0.0	0	0	Dynamic	3/4	1	1	0						p							
214	213	637	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1322						144		
214	213	638	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1323						144		
214	213	639	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1324								
214	213	637	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1325								
215	214	640	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1326						145		
215	214	641	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1327						145		
215	214	642	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1328								
215	214	640	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1329								
216	215	643	0.0	0	0	Spanner	3/4	1	1	0													3
216	215	643	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1330						146		3
216	215	644	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1331						146		3
216	215	645	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1332								3
216	215	643	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1333								
217	216	646	0.0	0	0	Spanner	3/4	1	1	0													
217	216	646	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1334						147		
217	216	647	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1335						147		
217	216	648	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1336								
217	216	646	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1337								
218	217	649	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1338								
218	217	1299/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1339						148		
218	217	650	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1340						148		
218	217	1301/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1341						148		
218	217	651	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1342						148		
218	217	1303/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1343						148		
218	217	649	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1344								
219	218	652	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1345								
219	218	1305/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1346						149		
219	218	653	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1347						149		
219	218	1307/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1348						149		
219	218	654	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1349						149		
219	218	1309/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1350								
220	219	1311/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1351						150		
220	219	656	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1352						150		
220	219	1313/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1353						150		
220	219	657	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1354						150		
220	219	1315/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1355						150		
220	219	655	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1356								
221	220	658	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1357						150		
221	220	1317/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1358						150		
221	220	659	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1359						150		
221	220	1319/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1360						150		
221	220	660	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1361						150		
221	220	1321/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1362								
222	221	661	0.0	0	0	Dynamic	3/4	1	1	0						p							
222	221	661	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1363						151		
222	221	662	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1364						151		
222	221	663	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1365								
222	221	661	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1366								
223	222	664	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1367						152		
223	222	665	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1368								
223	222	666	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1369								
223	222	664	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1370								
224	223	667	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1371						153		
224	223	668	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1372						153		
224	223	669	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1373								
224	223	667	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1374								
225	224	670	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1375						154		
225	224	671	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1376								
225	224	672	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1377								
225	224	670	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1378								
226	225	673	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1379						155		
226	225	674	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1380						155		
226	225	675	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1381								
226	225	673	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1382								
226	225	673	2.0	0	0	Chord	3/4	2	2	1/2			1/2	1	1383								
226	225	675	1.0	1/2	1/2	Chord	3/4	2	2	1/4			1/4	1	1384								
227	226	676	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1385						156		
227	226	677	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1386								
227	226	678	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1387								
227	226	676	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	1388								
227	226	678	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1389								
227	226	676	2.0	0	0	Chord	3/4	2	2	1/2			1/2	1	1390								
227	226	678	1.0	1/2	1/2	Chord	3/4	2	2	1/4			1/4	1	1391								
228	227	679	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1392						157		
228	227	680	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1393								
228	227	681	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1394								
228	227	679	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1395								
228	227	679	2.0	0	0	Chord	3/4	2	2	1/2			1/2	1	1396								
228	227	681	1.0	1/2	1/2	Chord	3/4	2	2	1/4			1/4	1	1397								
229	228	682	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1398						158		
229	228	683	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1399								
229	228	684	0.0	1/2	1/2	StaffText	3/4	1	1	0								a piacere					
229	228	684	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1400								
229	228	682	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1401								
229	228	683	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1402								
229	228	682	2.0	0	0	Chord	3/4	2	2	1/2			1/2	1	1403								
230	229	685	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1404						159		
230	229	686	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1405						159		
230	229	687	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1406								
230	229	685	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1407								
231	230	688	0.0	0	0	Dynamic	3/4	1	1	0						fp							
231	230	688	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1408						160		
231	230	688	0.0	0	0	Dynamic	3/4	2	1	0						fp							
231	230	688	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1409								
232	231	691	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1410								
232	231	691	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1411								
233	232	696	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1412								
234	233	697	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1413								
234	233	698	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1414								
234	233	699	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1415								
234	233	697	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1416								
235	234	700	0.0	0	0	Dynamic	3/4	1	1	0						fp							
235	234	700	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1417						161		
235	234	700	0.0	0	0	Dynamic	3/4	2	1	0						fp							
235	234	700	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1418								
236	235	703	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1419								
236	235	703	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1420								
237	236	708	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1421								
238	237	709	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1422						162		
238	237	710	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1423						162		
238	237	711	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1424								
238	237	709	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1425								
239	238	712	0.0	0	0	Dynamic	3/4	1	1	0						fp							
239	238	712	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1426						163		
239	238	712	0.0	0	0	Dynamic	3/4	2	1	0						fp							
239	238	712	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1427								
240	239	715	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1428								
240	239	715	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1429								
241	240	720	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1430								
242	241	721	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1431						164		
242	241	722	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1432						164		
242	241	723	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1433								
242	241	721	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1434								
243	242	724	0.0	0	0	Dynamic	3/4	1	1	0						fp							
243	242	724	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1435						165		
243	242	724	0.0	0	0	Dynamic	3/4	2	1	0						fp							
243	242	724	0.0	0	0	Dynamic	3/4	2	1	0						fp							
243	242	724	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1436								
244	243	727	0.0	0	0	Chord	3/4	1	1	0	grace16		1/8	1	1437								
244	243	727	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1438								
244	243	727	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1439								
245	244	732	0.0	1/2	1/2	StaffText	3/4	1	1	0								in tempo					
245	244	732	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1440								
246	245	733	0.0	0	0	Chord	3/4	1	1	0	grace32		1/16	1	1441								
246	245	733	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1442								
246	245	734	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1443								
246	245	735	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1444								
246	245	733	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1445								
247	246	736	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1446								
247	246	736	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1447								
